book,booktitle,author,state,removed,freqchal,pvi2,obama,cperhs,sexexp,antifamily,cmedin,cperba,days2000,occult,language,homosexuality,violence
1276,Mommy Laid an Egg,"Cole, Babette",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,0,0,0
1087,King Stork,"Pyle, Howard",MI,0,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3739,0,0,0,0
1083,King & King,"de Haan, Linda",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,2345,0,0,1,0
470,Cujo,"King, Steven",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1440,0,0,0,1
722,Go Ask Alice,Anonymous,IA,0,0,1,NA,6.538042131,1,0,3921.5,-2.823729864,NA,0,1,0,0
356,Captain Underpants and the Perilous Plot of Professor Poopypants,"Pilkey, Dav",ND,1,0,-10.4,0,4.338042131,0,0,-813,-2.023729864,905,0,1,0,0
1772,Tenderness,"Cormier, Robert",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
909,Holy Bible,Various,OH,0,0,-0.7,0,3.438042131,1,1,2469,-2.923729864,2879,1,1,0,0
1455,Plainsong,"Haruf, Kent",MN,0,0,2.3,0,8.338042131,1,0,15378,3.376270136,2400,0,1,0,0
663,Fallen Angels,"Myers, Walter Dean",KS,1,0,-11.5,0,6.438042131,0,0,144.5,1.776270136,2104,0,0,0,0
443,Courtney Crumrin and the Night Things,"Naifeh, Ted",FL,0,0,-1.8,0,0.338042131,0,0,372,-1.723729864,2399,0,1,0,0
474,"Curious Incident of the Dog in the Night-Time, The","Haddon, Mark",MI,1,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3895,0,1,0,0
935,How the Garcia Girls Lost Their Accents,"Alvarez, Julia",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
997,Inexcusable,"Lynch, Chris",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1907,Wait Till Helen Comes,"Hahn, Mary Downing",NH,0,0,1.6,1,7.838042131,0,0,17303,4.676270136,3730,0,0,0,0
1119,"Lesson for Max, A","Turke, Hanne",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,196,0,0,0,0
1000,My Heartbeat,"Freymann-Weyr, Garrett",PA,0,0,2,0,2.338042131,1,1,4218,-1.623729864,1694,0,0,1,0
148,"Angus, Thongs, and Full Frontal Snogging","Rennison, Louise",SC,0,0,-7.8,1,-3.261957869,1,1,-2191.5,-3.623729864,3613,0,0,0,0
1882,"Unthinkable Thoughts of Jacob Green, The","Braff, Joshua",OH,1,0,-0.7,1,3.438042131,1,0,2469,-2.923729864,3380,0,1,0,0
55,A Time to Kill,"Grisham, John",ND,0,0,-10.4,0,4.338042131,1,0,-813,-2.023729864,1800,0,0,0,1
452,Crank,"Hopkins, Ellen",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1830,Toughing It,"Springer, Nancy",GA,0,0,-6.8,0,-0.961957869,1,0,2239.5,0.276270136,3014,0,1,0,1
1971,When She Hollers,"Voight, Cynthia",AZ,1,0,-6.1,0,1.438042131,0,0,3490.5,-0.523729864,2838,0,1,0,1
369,"Cat Who Killed Lilian Jackson Braun, The","Kaplow, Robert",PA,0,0,2,0,2.338042131,1,0,4218,-1.623729864,1675,0,1,0,0
851,Halloween ABC,"Merriam, Eve",NY,0,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,315,1,0,0,1
1185,Love and Rockets X,"Hernandez, Gilbert and Jaime Hernandez",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,1,0,0
988,In the Break,"Lopez, Jack",AL,1,0,-13.2,1,-4.261957869,0,0,-5054,-5.023729864,3626,0,1,0,0
1025,It's Perfectly Normal,"Harris, Robie",WI,0,1,2.4,0,5.538042131,0,0,4234.5,-1.623729864,630,0,0,0,0
1444,Photography Year 1974,NA,IL,0,0,7.7,1,1.838042131,0,0,6489.5,2.076270136,3179,0,0,0,0
2056,Your Name Written on Water:  An Erotic Novel,"Frei, Irene Gonzalez",MA,0,0,11.7,0,5.238042131,1,0,14048.5,9.176270136,0,0,0,0,0
657,"Facts Speak for Themselves, The","Cole, Brock",VA,1,0,-1.7,0,1.938042131,1,0,11296,5.476270136,2913,0,0,0,0
223,Between a Rock and a Hard Place,"Carter, Alden",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,1,0,0
1775,Tex,"Hinton, S.E.",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1440,0,1,0,1
252,"Bless Me, Ultima","Anaya, Rudolfo",CA,1,0,7.4,1,-2.761957869,0,0,10119,2.576270136,3214,0,0,0,0
935,How the Garcia Girls Lost Their Accents,"Alvarez, Julia",IL,0,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,2309,0,0,0,0
957,I Know What You Did Last Summer,"Duncan, Lois",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1144,"Little Black Book for Girlz:  A Book on Healthy Sexuality, The",St. Stephen's Community House,OR,0,0,4,1,5.538042131,1,0,1274.5,1.076270136,3600,0,0,0,0
399,"Chocolate War, The","Cormier, Robert",IN,1,1,-6.2,0,2.538042131,0,0,1086.5,-4.623729864,1556,0,1,0,0
1598,Sex for Busy People,"Dubberly, Emily",KS,1,0,-11.5,1,6.438042131,1,0,144.5,1.776270136,3289,0,0,0,0
340,Burning Down My Master's House,"Blair, Jayson",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1800,0,0,0,0
745,"Grapes of Wrath, The","Steinbeck, John",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
993,My Brother Sam is Dead,"Collier, James Lincoln",GA,0,0,-6.8,1,-0.961957869,0,0,2239.5,0.276270136,3296,0,1,0,0
661,Fahrenheit 911,"Moore, Michael",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,2010,0,0,0,0
282,Book of Shadows,"Curott, Phyllis",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,1,0,0,0
1024,"It's Not the Stork!:  A Book About Girls, Boys, Babies and Bodies","Harris, Robie",AK,1,1,-13.4,0,8.738042131,0,0,15707.5,0.676270136,2958,0,0,0,0
1457,Playing in Traffic,"Giles, Gail",KY,0,0,-10.4,1,-5.461957869,0,0,-5880.5,-6.923729864,3198,0,1,0,0
980,"Illustrated Man, The","Bradbury, Ray",NJ,0,0,4.4,0,2.538042131,0,0,19935.5,5.776270136,480,0,0,0,0
1516,"Rebuilding of Bosnia, The","Reger, James P.",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
942,Huevos y la Mujer Latina,"Camacho, Julian Segura",CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,3143,0,0,0,0
1082,Kindred,"Bulter, Octavia",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
244,Black Men/White Men: Afro-American Gay Life and Culture,"Smith, Michael J.",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,180,0,0,0,0
635,Endgame,"Jensen, Derrick",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1568,Sandpiper,"Wittlinger, Ellen",AL,0,0,-13.2,1,-4.261957869,1,0,-5054,-5.023729864,3205,0,0,0,0
1959,What's Happening to My Body?: Book for Girls,"Madaras, Lynda",VT,0,0,13.4,0,6.838042131,0,0,8467,5.376270136,1115,0,0,0,0
1495,Radiant Identities,"Sturges, Jock",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
1564,"Same But Different, The","Dahl, Tessa",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
695,Finding Our Way--The Teen Girl Survival Guide,"Abner, Allison",AZ,0,0,-6.1,0,1.438042131,1,0,3490.5,-0.523729864,871,0,0,0,0
515,Deadline,"Crutcher, Chris",IN,1,1,-6.2,1,2.538042131,0,0,1086.5,-4.623729864,3223,0,0,0,0
1481,Private Parts,"Stern, Howard",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1426,0,1,0,0
279,Book of Genesis,"Crumb, R.",NY,0,0,10.2,1,-0.461957869,0,0,5007.5,3.376270136,3675,0,0,0,0
1875,Uncle What-is-it Is Coming to Visit,"Willhoite, Michael",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,0,0,0
8,8+1,"Cormier, Robert",OH,1,1,-0.7,0,3.438042131,0,0,2469,-2.923729864,2848,0,0,0,0
1137,"Lightkeeper's Daughter, The","Lawrence, Iain",SC,0,0,-7.8,1,-3.261957869,1,0,-2191.5,-3.623729864,3294,0,0,0,0
1198,Luba Conquers the World,"Hernandez, Gilbert and Jaime Hernandez",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,1
1256,"Midnight Club, The","Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
197,Batman:  The Dark Knight Strikes Again,"Miller, Frank",OH,0,0,-0.7,1,3.438042131,0,0,2469,-2.923729864,3802,0,1,0,0
1060,"Jungle, The","Sinclair, Upton",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1816,Tithe: A Modern Faerie Tale,"Black, Holly",VA,0,0,-1.7,0,1.938042131,1,0,11296,5.476270136,3090,0,1,0,0
2013,"Witch of Blackbird Pond, The","Speare, Elizabeth George",MI,0,0,3.8,0,3.838042131,0,0,2966,-2.223729864,480,0,0,0,0
1800,This Is What I Did,"Ellis, Ann Dee",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1952,What My Mother Doesn't Know,"Sones, Sonya",KY,0,0,-10.4,1,-5.461957869,1,0,-5880.5,-6.923729864,3628,0,0,0,0
2019,"Witches, Pumpkins and Grinning Ghosts","Barth, Edna",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1697,1,0,0,0
1407,Out of Order,"Jenkins, A.M.",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1887,0,0,0,0
1755,Tamar,"Chamberlain, Ann",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,990,0,0,0,0
1683,Spanking Shakespeare,"Wizner, Jake",PA,1,0,2,1,2.338042131,1,0,4218,-1.623729864,3497,0,1,0,0
708,Follow the River,"Thom, James Alexander",IN,1,0,-6.2,0,2.538042131,1,0,1086.5,-4.623729864,840,0,0,0,0
1092,"Kite Runner, The","Hosseini, Khaled",IL,1,0,7.7,1,1.838042131,1,0,6489.5,2.076270136,3487,0,0,0,0
745,"Grapes of Wrath, The","Steinbeck, John",WI,1,1,2.4,0,5.538042131,0,0,4234.5,-1.623729864,1290,0,1,0,0
100,Alice On Her Way,"Naylor, Phyllis Reynolds",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1464,"Porn 101: Eroticism, Pornography and the First Amendment","Elias, James",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,0
607,"Earth, My Butt and Other Big Round Things, The","Mackler, Carolyn",NC,0,0,-4.3,1,-1.461957869,1,0,-310,-1.523729864,3279,0,1,0,0
1421,Panic Snap,"Reese, Laura",VA,0,0,-1.7,0,1.938042131,1,0,11296,5.476270136,3090,0,0,0,0
656,"Face on the Milk Carton, The","Cooney, Caroline B.",SD,0,0,-8.9,0,5.038042131,1,1,785,-2.523729864,2378,0,0,0,0
982,Scary Stories to Tell in the Dark,"Schwartz, Alvin",IA,0,1,1,0,6.538042131,0,0,3921.5,-2.823729864,751,0,0,0,1
453,Crazy in Alabama,"Childress, Mark",IN,1,0,-6.2,0,2.538042131,1,0,1086.5,-4.623729864,270,0,1,0,1
992,In the Shadow of No Towers,"Spiegelman, Art",VT,0,0,13.4,0,6.838042131,0,0,8467,5.376270136,2400,0,0,0,0
1151,"Little Mermaid, The","Anderson, Hans Christian",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,175,0,0,0,1
982,Scary Stories to Tell in the Dark,"Schwartz, Alvin",CT,0,1,7.1,0,4.438042131,0,0,16247.5,7.376270136,2229,1,0,0,1
15,A Day No Pigs Would Die,"Peck, Robert Newton",NY,1,0,10.2,0,-0.461957869,1,0,5007.5,3.376270136,480,0,1,0,1
179,Baby Be-Bop,"Block, Francesca Lia",CA,1,0,7.4,0,-2.761957869,0,0,10119,2.576270136,120,0,0,1,0
1596,"Sex Chronicles, The",Zane,OH,0,0,-0.7,0,3.438042131,1,0,2469,-2.923729864,2432,0,1,0,0
1657,Snow Falling on Cedars,"Guterson, David",WA,0,0,5,0,7.538042131,1,0,9907.5,3.676270136,1274,0,0,0,0
764,Ghost in the Shell,"Masamune, Shirow",AK,0,0,-13.4,1,8.738042131,0,0,15707.5,0.676270136,3197,0,0,0,0
1719,Strain: Pulp Graphic Novel,Buronson,OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1869,0,0,0,0
2010,Witch,"Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
1963,When Bad Things Happen to Good People,"Kushner, Harold S.",NY,1,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,2799,0,0,0,0
1578,"Sea Lady, The","Drabble, Margaret",FL,0,0,-1.8,1,0.338042131,0,0,372,-1.723729864,3364,0,1,0,0
1828,Torilla Curtain,"Boyle, T.C.",CA,0,0,7.4,1,-2.761957869,0,0,10119,2.576270136,3801,0,0,0,0
134,America:  A Novel,"Frank, E.R.",KY,0,0,-10.4,0,-5.461957869,1,0,-5880.5,-6.923729864,2427,0,1,0,1
122,Am I Weird or Is This Normal?,"James, Jamie",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1425,0,0,0,0
779,"Girl Who Dreamed Only Geese and Other Stories of the Far North, The","Norman, Howard",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
1484,Psychic Academy Series,"Aki, Katsu",VA,0,0,-1.7,0,1.938042131,0,0,11296,5.476270136,3080,0,0,0,0
711,For Whom the Bell Tolls,"Hemingway, Ernest",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
627,"Emperor's New Clothes, The","Anderson, Hans Christian",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
1818,To Kill A Mockingbird,"Lee, Harper",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
572,Dr. Ernest Drake's Dragonology:  The Complete Book of Dragons,"Drake, Ernest",LA,1,0,-9.7,1,-4.761957869,0,0,-5120.5,-5.323729864,3189,1,0,0,0
1000,"Inner City Mother Goose, The","Merriam, Eve",NY,1,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,180,0,1,0,0
1715,"Story of Little Black Sambo, The","Bannerman, Helen",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
1174,Looking for Alaska,"Green, John",PA,0,0,2,1,2.338042131,1,0,4218,-1.623729864,3610,0,1,0,0
1466,Pornstar,"Gittler, Ian",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,990,0,0,0,0
1180,"Lost Mind, The","Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
1416,Paint Me Like I Am,Various,NJ,0,0,4.4,1,2.538042131,0,0,19935.5,5.776270136,3377,0,1,0,1
1569,Sari Says,"Locker, Sari",IA,1,0,1,NA,6.538042131,1,0,3921.5,-2.823729864,NA,0,0,0,0
118,Always Running,"Rodriguez, Luis",CA,1,0,7.4,0,-2.761957869,1,1,10119,2.576270136,1705,0,1,0,1
290,Bosnia: Fractured Region,"Black, Eric",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1426,0,0,0,0
1141,Lilly's Ghost,"Ruby, Laura",FL,1,0,-1.8,0,0.338042131,1,0,372,-1.723729864,1800,0,1,0,0
17,A Do Right Man,"Tyree, Omar",PA,0,0,2,0,2.338042131,1,0,4218,-1.623729864,2093,0,1,0,0
1083,King & King,"de Haan, Linda",LA,1,0,-9.7,0,-4.761957869,0,0,-5120.5,-5.323729864,1980,0,0,1,0
1012,Mythology,NA,PA,0,0,2,0,2.338042131,0,0,4218,-1.623729864,480,0,0,0,0
144,And the Green Grass Grew All Around,"Schwartz, Alvin",PA,1,1,2,0,2.338042131,0,0,4218,-1.623729864,240,0,0,0,1
485,Daddy's Wedding,"Willhoite, Michael",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,1,0
770,"Guy Book:  An Owner's Manual, The","Jukes, Mavis",MT,0,0,-7.1,NA,7.638042131,1,0,-6482,0.376270136,NA,0,0,0,0
1511,Ravenhill,"Hillmer, Timothy",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1447,"Pigman, The","Zindel, Paul",IN,0,0,-6.2,0,2.538042131,1,0,1086.5,-4.623729864,480,0,0,0,0
1071,"Official High Times Pot Smoker's Handbook:  Feature 420 Things to Do When You're Stoned, The","Bienenstock, David",OR,0,0,4,1,5.538042131,0,0,1274.5,1.076270136,3600,0,0,0,0
1023,Naruto Volume 1,"Kishimoto, Masashi",MI,0,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3873,0,0,0,0
1911,Walter the Farting Dog,"Kotzwinkle, William",KY,0,0,-10.4,1,-5.461957869,0,0,-5880.5,-6.923729864,3240,0,1,0,0
579,Dragon on a Pedestal,"Anthony, Piers",NC,0,0,-4.3,0,-1.461957869,1,0,-310,-1.523729864,480,0,0,0,0
188,Band of Angels,"Thompson, Julian",NC,1,0,-4.3,0,-1.461957869,1,0,-310,-1.523729864,1050,0,1,0,0
1184,Love and Other Four-Letter Words,"Mackler, Carolyn",IL,1,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,721,0,0,0,0
659,Faerie Wars,"Brennan, Herbie",MI,1,0,3.8,1,3.838042131,0,0,2966,-2.223729864,3176,0,0,1,0
1624,Short Novels of John Steinbeck,"Steinbeck, John",PA,0,1,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1996,Wiccan Magick for Beginners,"Sabrina, Lady",MI,1,0,3.8,0,3.838042131,0,0,2966,-2.223729864,992,1,0,0,0
46,A Separate Reality,"Casteneda, Carlos",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
75,"Adventures of Huckleberry Finn, The","Twain, Mark",MN,0,0,2.3,0,8.338042131,0,0,15378,3.376270136,2770,0,0,0,0
16,A Density of Souls,"Rice, Christopher",TN,0,0,-8.7,0,-3.661957869,0,0,-2995.5,-4.423729864,355,0,0,0,0
426,Complete Idiot's Guide to Day Trading,N/A,CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1425,0,0,0,0
865,Harris and Me,"Paulsen, Gary",MT,0,0,-7.1,0,7.638042131,0,0,-6482,0.376270136,223,0,1,0,0
1083,King & King,"de Haan, Linda",IL,0,0,7.7,0,1.838042131,0,0,6489.5,2.076270136,1295,0,0,1,0
1458,Pleasure,"Dickey, Eric Jerome",MI,0,0,3.8,1,3.838042131,1,0,2966,-2.223729864,3370,0,0,0,0
718,"Glass Castle, The","Walls, Jeannette",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3525,0,1,0,0
1829,Totally Joe,"Howe, James",NY,0,0,10.2,0,-0.461957869,0,0,5007.5,3.376270136,3080,0,0,1,0
750,"Great Gatsby, The","Fitzgerald, F. Scott",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
971,Identical,"Hopkins, Ellen",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
710,Footprints in the Ash,"Morris, John D.",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,1800,0,0,0,0
1025,It's Perfectly Normal,"Harris, Robie",ME,0,1,5.5,0,5.838042131,1,0,1335.5,-1.123729864,2530,0,0,0,0
203,"Bean Trees, The","Kingsolver, Barbara",MI,0,0,3.8,0,3.838042131,1,0,2966,-2.223729864,2448,0,1,0,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",IA,0,1,1,0,6.538042131,0,1,3921.5,-2.823729864,2460,0,0,1,0
674,Fat Chance,"Newman, Leslea",NJ,0,0,4.4,0,2.538042131,0,0,19935.5,5.776270136,480,0,0,0,0
1792,"Things They Carried, The","O'Brien, Tim",IA,1,0,1,0,6.538042131,0,0,3921.5,-2.823729864,2110,0,1,0,0
768,"Gunsmith: Mississippi Massacre, The","Roberts, J.R.",SD,0,0,-8.9,0,5.038042131,1,0,785,-2.523729864,1050,0,0,0,0
573,Dr. Ruth Talks to Kids,"Westheimer, Dr. Ruth",OR,0,0,4,0,5.538042131,1,0,1274.5,1.076270136,510,0,0,0,0
769,Gustav: Paranormal Investigator,"Bourne, Malcolm",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,510,0,0,0,0
1942,What a Truly Cool World,"Lester, Julius and Joe Cepeda",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,0
562,Doll House Murders,"Wright, Betty",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,1697,0,0,0,1
482,"Daddy, Daddy Be There","Boyd, Candy",OK,0,0,-16.9,0,1.038042131,0,0,-3087.5,-3.723729864,1917,0,0,0,1
387,Charmed,"Mac, Carrie",MO,0,0,-3.1,1,1.738042131,1,0,1279.5,-2.423729864,3349,0,1,0,0
2037,World of Wrestling (series),NA,VT,0,0,13.4,0,6.838042131,0,0,8467,5.376270136,1314,0,0,0,1
198,Batman: The Ultimate Guide to the Dark Knight,"Beatty, Scott",MI,0,0,3.8,0,3.838042131,1,0,2966,-2.223729864,863,0,0,0,0
193,Bartimaeus (series),"Stroud, Jonathan",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1909,Waking with Enemies,"Dickey, Eric Jerome",SC,0,0,-7.8,1,-3.261957869,1,0,-2191.5,-3.623729864,3638,0,0,0,0
722,Go Ask Alice,Anonymous,SC,1,0,-7.8,1,-3.261957869,0,0,-2191.5,-3.623729864,3220,0,1,0,0
1966,When I Was A Loser,"Clarke, Will",RI,0,0,11.2,0,-1.561957869,1,0,8141,1.576270136,3014,0,1,0,0
725,God Went to Beauty School,"Rylant, Cynthia",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1514,"Ready, Set, Grow!","Maderas, Linda",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1440,0,0,0,0
1236,"Mars, Vol. 10","Soryo, Fuyumi",OK,0,0,-16.9,0,1.038042131,1,0,-3087.5,-3.723729864,1917,0,0,0,0
1707,Stones From the River,"Heigi, Ursula",VA,1,0,-1.7,0,1.938042131,0,0,11296,5.476270136,510,0,0,0,0
1524,Rescue Bunnies,"Cronin, Doreen",CO,0,0,-0.2,1,7.338042131,0,0,10346.5,8.676270136,3904,0,0,0,1
421,"Color Purple, The","Walker, Alice",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
383,Chance in Hell,"Hernandez, Gilbert",VT,0,0,13.4,1,6.838042131,1,0,8467,5.376270136,3213,0,0,0,0
166,Ask a Mexican,"Arellano, Gustavo",CO,0,0,-0.2,1,7.338042131,1,0,10346.5,8.676270136,3490,0,1,0,0
456,Crazy: A Novel,"Lebert, Benjamin",CT,1,0,7.1,0,4.438042131,1,0,16247.5,7.376270136,515,0,0,0,0
171,Athletic Shorts,"Crutcher, Chris",KS,1,1,-11.5,0,6.438042131,0,0,144.5,1.776270136,1699,0,1,0,0
495,Danger in Quicksand Swamp,"Wallace, Bill",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
171,Athletic Shorts,"Crutcher, Chris",WI,1,1,2.4,0,5.538042131,0,0,4234.5,-1.623729864,2474,0,1,1,0
1944,What Happened to Cass McBride?,"Giles, Gail",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
1515,Real Girl/Real World,"Gray, Heather M.",IN,0,0,-6.2,0,2.538042131,0,0,1086.5,-4.623729864,279,0,0,0,0
1036,Jason & Kyra,"Davidson, Dana",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
69,"Absolutely True Diary of a Part-Time Indian, The","Alexie, Sherman",IA,1,0,1,1,6.538042131,0,0,3921.5,-2.823729864,3197,0,0,0,0
757,"Grey King, The","Cooper, Susan",CA,0,0,7.4,0,-2.761957869,0,0,10119,2.576270136,52,1,0,0,1
1445,"Picasso Days, 1881-1935","Phillipe, Pierre",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1426,0,0,0,0
381,Chain Letter 2,"Pike, Christopher",ID,1,1,-17.4,0,5.138042131,1,0,3194,-2.323729864,120,0,0,0,1
399,"Chocolate War, The","Cormier, Robert",IA,0,1,1,0,6.538042131,0,0,3921.5,-2.823729864,75,0,0,0,0
1276,Mommy Laid an Egg,"Cole, Babette",LA,0,0,-9.7,1,-4.761957869,1,0,-5120.5,-5.323729864,3239,0,0,0,0
189,"Bang, Bang, You're Dead","Fitzhugh, Louise",FL,1,0,-1.8,0,0.338042131,0,0,372,-1.723729864,60,0,0,0,1
127,"Amazing Bone, The","Steig, William",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1800,0,0,0,1
527,Deenie,"Blume, Judy",FL,0,1,-1.8,0,0.338042131,1,0,372,-1.723729864,1472,0,0,0,0
388,Chasing Destiny,"Dickey, Eric Jerome",NY,0,0,10.2,0,-0.461957869,1,0,5007.5,3.376270136,2422,0,1,0,0
1671,Song of Solomon,"Morrison, Toni",MI,0,1,3.8,1,3.838042131,1,0,2966,-2.223729864,3511,0,1,0,0
1924,Water Tower,"Crew, Gary",CO,0,0,-0.2,0,7.338042131,0,0,10346.5,8.676270136,1426,0,0,0,0
1684,Speak,"Anderson, Laurie Halse",PA,0,0,2,1,2.338042131,0,0,4218,-1.623729864,3600,0,0,0,0
663,Fallen Angels,"Myers, Walter Dean",IL,0,0,7.7,0,1.838042131,1,0,6489.5,2.076270136,2309,0,0,0,0
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",GA,0,1,-6.8,0,-0.961957869,0,0,2239.5,0.276270136,2411,0,0,1,0
361,Carry Me Down,"Hyland, M.J.",WI,0,0,2.4,0,5.538042131,0,0,4234.5,-1.623729864,2759,0,0,0,1
143,And Tango Makes Three,"Parnell, Peter and Justin Richardson",IA,0,1,1,1,6.538042131,0,1,3921.5,-2.823729864,3197,0,0,1,0
1581,"Second Ring of Power, The","Casteneda, Carlos",OR,0,0,4,0,5.538042131,0,0,1274.5,1.076270136,180,0,0,0,0
498,Dangerous Drawings,"Juno, Andrea",CO,0,0,-0.2,0,7.338042131,1,0,10346.5,8.676270136,1425,0,0,0,1
